question,context,company,source_file,source_page,kpi_id,year,answer,data_type,relevant_paragraphs,annotator,Index,label
"What is the total amount of scope 1, scope 2 and scope 3 greenhouse gases emissions?","Our voyage tonne miles in 2017 were 406,286.13 compared to 350,401.51 in 2016, an increase of 16% from last year. Carbon dioxide is the major component of greenhouse gases. In 2017, our global operations created 5,054,713.90 metric tonnes of carbon dioxide compared to 4,758,734.05 metric tonnes of carbon dioxide in 2016, an increase of 6% more than last year which is attributed to an increase in the voyage tonne miles of the cargo. Our Energy Efficiency Operational Indicator (EEOI) in 2017 reduced from last year and was 12.44 grams of CO2 per tonne-mile compared to 13.58 in 2016, a reduction of 8%. International shipping contributes to about 12% and 13% of annual global SOx and NOx emissions respectively, which result from different onboard combustion and energy transformation processes for propulsion and energy production. SOx emissions in 2017 have reduced to 43,264.61 metric tonnes compared to 46,419.50 metric tonnes in 2016, a reduction of 7% from last year. NOx emissions in 2017 have increased to 101,706.25 metric tonnes as compared to 99,671.12 metric tonnes in 2016, an increase of 2% from last year that can be attributed to the increase in the number of voyages.",Teekay Corp,2017-Sustainability-Report.pdf,['20'],14.0,2017,"5,054,713.90
metric tonnes",TEXT,"[""Our voyage tonne miles in 2017 were 406,286.13 compared
to 350,401.51 in 2016, an increase of 16% from last year.
Carbon dioxide is the major component of greenhouse
gases. In 2017, our global operations created 5,054,713.90
metric tonnes of carbon dioxide compared to 4,758,734.05
metric tonnes of carbon dioxide in 2016, an increase of 6%
more than last year which is attributed to an increase in
the voyage tonne miles of the cargo. Our Energy Efficiency
Operational Indicator (EEOI) in 2017 reduced from last year
and was 12.44 grams of CO2 per tonne-mile compared to
13.58 in 2016, a reduction of 8%. International shipping
contributes to about 12% and 13% of annual global SOx
and NOx emissions respectively, which result from different
onboard combustion and energy transformation processes
for propulsion and energy production. SOx emissions in
2017 have reduced to 43,264.61 metric tonnes compared
to 46,419.50 metric tonnes in 2016, a reduction of 7%
from last year. NOx emissions in 2017 have increased to
101,706.25 metric tonnes as compared to 99,671.12 metric
tonnes in 2016, an increase of 2% from last year that can be
attributed to the increase in the number of voyages.""]",train_anno_large.xlsx,85,1
"What is the total amount of scope 1, scope 2 and scope 3 greenhouse gases emissions?","Our voyage tonne miles in 2017 were 406,286.13 compared to 350,401.51 in 2016, an increase of 16% from last year. Carbon dioxide is the major component of greenhouse gases. In 2017, our global operations created 5,054,713.90 metric tonnes of carbon dioxide compared to 4,758,734.05 metric tonnes of carbon dioxide in 2016, an increase of 6% more than last year which is attributed to an increase in the voyage tonne miles of the cargo. Our Energy Efficiency Operational Indicator (EEOI) in 2017 reduced from last year and was 12.44 grams of CO2 per tonne-mile compared to 13.58 in 2016, a reduction of 8%. International shipping contributes to about 12% and 13% of annual global SOx and NOx emissions respectively, which result from different onboard combustion and energy transformation processes for propulsion and energy production. SOx emissions in 2017 have reduced to 43,264.61 metric tonnes compared to 46,419.50 metric tonnes in 2016, a reduction of 7% from last year. NOx emissions in 2017 have increased to 101,706.25 metric tonnes as compared to 99,671.12 metric tonnes in 2016, an increase of 2% from last year that can be attributed to the increase in the number of voyages.",Teekay Corp,2017-Sustainability-Report.pdf,['20'],14.0,2016,"4,758,734.05
metric tonnes",TEXT,"[""Our voyage tonne miles in 2017 were 406,286.13 compared
to 350,401.51 in 2016, an increase of 16% from last year.
Carbon dioxide is the major component of greenhouse
gases. In 2017, our global operations created 5,054,713.90
metric tonnes of carbon dioxide compared to 4,758,734.05
metric tonnes of carbon dioxide in 2016, an increase of 6%
more than last year which is attributed to an increase in
the voyage tonne miles of the cargo. Our Energy Efficiency
Operational Indicator (EEOI) in 2017 reduced from last year
and was 12.44 grams of CO2 per tonne-mile compared to
13.58 in 2016, a reduction of 8%. International shipping
contributes to about 12% and 13% of annual global SOx
and NOx emissions respectively, which result from different
onboard combustion and energy transformation processes
for propulsion and energy production. SOx emissions in
2017 have reduced to 43,264.61 metric tonnes compared
to 46,419.50 metric tonnes in 2016, a reduction of 7%
from last year. NOx emissions in 2017 have increased to
101,706.25 metric tonnes as compared to 99,671.12 metric
tonnes in 2016, an increase of 2% from last year that can be
attributed to the increase in the number of voyages.""]",train_anno_large.xlsx,86,1
What is the company name?,Governance code provisions ,ROMGAZ,2018 Annual Report.pdf,['0'],0.0,2018,"Societatea Nationala de Gaze Naturale ""ROMGAZ"" SA ",TEXT,"[""Societatea Nationala de Gaze Naturale ""ROMGAZ"" SA Consolidated Board of Directors""™ Report 2018""]",train_anno_large.xlsx,1332,0
In which year was the annual report or the sustainability report published?,Pirlea Sorana - defendant ,ROMGAZ,2018 Annual Report.pdf,['0'],1.0,2018,2018,TEXT,"[""Societatea Nationala de Gaze Naturale ""ROMGAZ"" SA Consolidated Board of Directors""™ Report 2018""]",train_anno_large.xlsx,1333,0
What is the total volume of natural gas production?,The table below shows the gas supply average prices in the period 2016-2018: ,ROMGAZ,2018 Annual Report.pdf,['2'],3.3,2018,"5,333 million m3",TEXT,"[""Natural gas production increased for the second consecutive year, being higher by 3.39% namely 175 million m3 than the production recorded in 2017 (5,333 million m3 in 2018 vs 5,158 million m3 in 2017).""]",train_anno_large.xlsx,1334,0
What is the total volume of natural gas production?," - recompletion operations for wells 121 Frasin Brazi and 51 Vladeni, and had positive resulted, such as RK works at well 204 Bibesti, and had negative results; it was decided to abandon the well; - drilling of A1 Frasin Brazi well was completed, teste negative, thus motivating the well abandonment decision in the drilling stage; - 5 wells were plugged and abandoned, such as: A1 Frasin Brazi, 204 Bibeşti, 37 Zătreni, 57 Vladeni and A1 Gura Sutii. ",ROMGAZ,2018 Annual Report.pdf,['2'],3.3,2017,"5,158 million m3",TEXT,"[""Natural gas production increased for the second consecutive year, being higher by 3.39% namely 175 million m3 than the production recorded in 2017 (5,333 million m3 in 2018 vs 5,158 million m3 in 2017).""]",train_anno_large.xlsx,1335,0
What is the total volume of natural gas production?,"2018 AMOUNT OF GENERATED WASTE (4,841.647 tons)",ROMGAZ,2018 Annual Report.pdf,['4'],3.3,2018,"5,333 million m3",TEXT,"[""Natural gas production lies in the parameters forecasted in the 2018 program, achieving 101.6% of the planned production (5,333 million m3 - achieved vs 5,250 million m3 - planned).']",train_anno_large.xlsx,1341,0
What is the total volume of natural gas production?,"After concluding in 2014 a concession contract in relation to Lipia 1 well, the Local Council of Gruiu Commune terminated in the same year the contract motivated by the fact that the land does not belong to UAT, meaning that Gruiu Commune cannot be concession provider. Due to the circuit of documents in the branch the relating royalty was paid until 2017 without being due. The court of first instance settled the case file, allowing the claim according to Ruling no. 7396/20.12.2018. Compels the defendant to the payment of RON 100,170.47 as refund of undue payment. Right to file an appeal within 30 days from the communication of the ruling. Action filed for the eviction of the defendant from the apartment located in Iernut (Address M. Eminescu Str., Bl. 25, App. 23, Mureș County) and to compel him to the payment of the equivalent value of the unachieved gain due to lack of usage, in amount of RON 48 as rent applied during the period of time prior to the contract termination, starting with February 01, 2018 until the actual eviction from the apartment and of court fees. The court allows the action. Ruling no. 803/01.11.2018. Right to file an appeal. The court is requested to compel the defendants to authorise the deletion of mortgage registered in favour of Electrocentrale Mures Subsidiary in Real Estate Register no. 122172-C1-U9 Tagru-Mures. The court allows the challenge of lack of passive capacity to stand trial in relation to Romgaz raised by the latter. As such, the court dismisses the civil action filed against the defendant. Partly allows the civil action filed by the plaintiffs AMC, LL, FD, SZ, SEA and SR against the defendant and supervised by receiver SQFB and ",ROMGAZ,2018 Annual Report.pdf,['15'],3.3,2018,"5,333 million m3",TEXT,"[""The company's gas production was higher than the 2017 production (5,333 million m3 vs 5,158 million m3).""]",train_anno_large.xlsx,1342,0
What is the total volume of natural gas production?,"Total Income, out of which: *operating income *financial income ",ROMGAZ,2018 Annual Report.pdf,['15'],3.3,2017,"5,158 million m3",TEXT,"[""The company's gas production was higher than the 2017 production (5,333 million m3 vs 5,158 million m3).""]",train_anno_large.xlsx,1343,0
What is the total volume of natural gas production?,2018 Consolidated Board of Directors’ Report ,ROMGAZ,2018 Annual Report.pdf,['15'],3.3,2018,"5,333 million m3",TEXT,"[""The production of 5,333 million m3 was by 3.4%, namely 175 million m3 higher than the planned one, triggered by""]",train_anno_large.xlsx,1344,0
What is the total volume of natural gas production?,"Natural gas production increased for the second consecutive year, being higher by 3.39% namely 175 million m3 than the production recorded in 2017 (5,333 million m3 in 2018 vs 5,158 million m3 in 2017). This production, according to estimations, ensured Romgaz a 50.67% market share of internal gas deliveries for consumption, and a 45.98% market share of deliveries for the total consumption of Romania. ",ROMGAZ,2018 Annual Report.pdf,['2'],3.3,2018,"5,333 million m3",TEXT,"[""Natural gas production increased for the second consecutive year, being higher by 3.39% namely 175 million m3 than the production recorded in 2017 (5,333 million m3 in 2018 vs 5,158 million m3 in 2017).""]",train_anno_large.xlsx,1334,1
What is the total volume of natural gas production?,"Natural gas production increased for the second consecutive year, being higher by 3.39% namely 175 million m3 than the production recorded in 2017 (5,333 million m3 in 2018 vs 5,158 million m3 in 2017). This production, according to estimations, ensured Romgaz a 50.67% market share of internal gas deliveries for consumption, and a 45.98% market share of deliveries for the total consumption of Romania. ",ROMGAZ,2018 Annual Report.pdf,['2'],3.3,2017,"5,158 million m3",TEXT,"[""Natural gas production increased for the second consecutive year, being higher by 3.39% namely 175 million m3 than the production recorded in 2017 (5,333 million m3 in 2018 vs 5,158 million m3 in 2017).""]",train_anno_large.xlsx,1335,1
What is the total volume of natural gas production?,"The company's gas production was higher than the 2017 production (5,333 million m3 vs 5,158 million m3).",ROMGAZ,2018 Annual Report.pdf,['15'],3.3,2018,"5,333 million m3",TEXT,"[""The company's gas production was higher than the 2017 production (5,333 million m3 vs 5,158 million m3).""]",train_anno_large.xlsx,1342,1
What is the total volume of natural gas production?,"The company's gas production was higher than the 2017 production (5,333 million m3 vs 5,158 million m3).",ROMGAZ,2018 Annual Report.pdf,['15'],3.3,2017,"5,158 million m3",TEXT,"[""The company's gas production was higher than the 2017 production (5,333 million m3 vs 5,158 million m3).""]",train_anno_large.xlsx,1343,1
What is the total volume of natural gas production?," The company’s gas production was higher than the 2017 production (5,333 million m3 vs 5,158 million m3). According to estimates, this production ensured Romgaz a 50.67% market share of internal production gas deliveries for consumption and a 45.98% share of deliveries for Romania’s total consumption. The production of 5,333 million m3 was by 3.4%, namely 175 million m3 higher than the planned one, triggered by: investments made for extension/upgrading of surface facilities; commissioning a new metering panel for delivering gas into the NTS and a new gathering pipeline for Caragele led to a production increase of 500 thousand m3/day; continuous production rehabilitation of the main mature fields Filitelnic, Delenii, Laslău, Sădinca, Nadeş-Prod-Seleuş, Roman, Corunca Sud, Trgu Mureş, Grebeniş, Piscu Stejari- Hurezani; bringing in new wells, performing workover and well recompletion operations. ",ROMGAZ,2018 Annual Report.pdf,['15'],3.3,2018,"5,333 million m3",TEXT,"[""The production of 5,333 million m3 was by 3.4%, namely 175 million m3 higher than the planned one, triggered by""]",train_anno_large.xlsx,1344,1
